zone,motion,vibration,timestamp
Warehouse,10.32,10.19,2026-02-26 10:33:12.292870
ControlRoom,0.07,14.1,2026-02-26 10:33:14.301767
Border,7.87,1.24,2026-02-26 10:33:16.307226
Border,2.35,0.6,2026-02-26 10:33:18.311516
ControlRoom,8.16,9.92,2026-02-26 10:33:20.316880
Warehouse,12.83,11.86,2026-02-26 10:33:22.321950
ControlRoom,2.32,3.47,2026-02-26 10:33:24.328225
Warehouse,10.09,2.04,2026-02-26 10:33:26.333636
ControlRoom,14.41,13.32,2026-02-26 10:33:28.339586
Border,14.46,3.28,2026-02-26 10:33:30.344912
ControlRoom,1.77,0.21,2026-02-26 10:33:32.350849
ControlRoom,10.31,0.69,2026-02-26 10:33:34.356357
Warehouse,12.2,6.96,2026-02-26 10:33:36.361662
Warehouse,11.23,6.9,2026-02-26 10:33:38.366793
ControlRoom,10.15,12.58,2026-02-26 10:33:40.373252
Warehouse,2.67,11.87,2026-02-26 10:33:42.377755
Warehouse,9.28,6.87,2026-02-26 10:33:44.382212
Warehouse,7.93,10.42,2026-02-26 10:33:46.388559
Border,4.27,8.36,2026-02-26 10:33:48.394061
ControlRoom,7.42,1.7,2026-02-26 10:33:50.399436
Warehouse,7.39,7.61,2026-02-26 10:33:52.404838
Warehouse,2.61,1.26,2026-02-26 10:33:54.410430
Border,8.2,2.53,2026-02-26 10:33:56.415457
ControlRoom,1.54,1.78,2026-02-26 10:33:58.420209
ControlRoom,12.69,1.95,2026-02-26 10:34:00.425558
Border,12.64,1.02,2026-02-26 10:34:02.431069
Border,10.68,7.02,2026-02-26 10:34:04.436723
Warehouse,1.03,9.36,2026-02-26 10:34:06.441975
ControlRoom,12.0,10.89,2026-02-26 10:34:08.446824
Border,11.99,8.57,2026-02-26 10:34:10.452106
ControlRoom,8.98,11.43,2026-02-26 10:34:12.462689
Border,12.56,11.16,2026-02-26 10:34:14.469072
ControlRoom,14.62,0.7,2026-02-26 10:34:38.326400
Warehouse,9.74,4.46,2026-02-26 10:34:40.370972
Warehouse,0.57,0.02,2026-02-26 10:34:42.376036
ControlRoom,0.72,3.66,2026-02-26 10:34:44.381255
Border,14.16,2.48,2026-02-26 10:34:46.386592
Warehouse,8.76,4.94,2026-02-26 10:34:48.391840
Warehouse,2.57,3.24,2026-02-26 10:34:50.396777
Warehouse,5.22,14.87,2026-02-26 10:34:52.402345
ControlRoom,6.04,11.04,2026-02-26 10:34:54.407906
Warehouse,14.1,11.84,2026-02-26 10:34:56.416202
Border,11.25,11.4,2026-02-26 10:34:58.423396
Border,6.54,2.6,2026-02-26 10:35:00.429128
ControlRoom,1.97,13.61,2026-02-26 10:35:02.434660
Border,0.36,4.54,2026-02-26 10:35:04.440466
Border,13.73,0.65,2026-02-26 10:35:06.444502
Border,1.55,8.53,2026-02-26 10:35:08.451387
Warehouse,2.83,7.01,2026-02-26 10:35:10.458291
Warehouse,6.98,9.62,2026-02-26 10:35:12.465111
ControlRoom,6.79,8.24,2026-02-26 10:35:14.472269
Warehouse,11.07,5.23,2026-02-26 10:35:16.477325
Border,4.64,13.53,2026-02-26 10:35:18.483680
Warehouse,12.11,14.47,2026-02-26 10:35:20.488622
Border,5.84,0.78,2026-02-26 10:35:22.494064
Border,14.47,11.9,2026-02-26 10:35:24.501862
ControlRoom,11.46,7.7,2026-02-26 10:35:26.511656
Warehouse,1.24,13.24,2026-02-26 10:35:28.517745
Warehouse,2.5,13.26,2026-02-26 10:35:30.533430
ControlRoom,1.75,2.75,2026-02-26 10:35:32.538549
Border,7.94,13.75,2026-02-26 10:35:34.544788
Warehouse,13.98,0.92,2026-02-26 10:35:36.550788
Warehouse,3.98,3.63,2026-02-26 10:35:38.556313
ControlRoom,7.67,12.16,2026-02-26 10:35:40.562079
ControlRoom,7.45,11.1,2026-02-26 10:35:42.567915
Border,2.55,11.52,2026-02-26 10:35:44.577699
ControlRoom,9.97,1.47,2026-02-26 10:35:46.583972
Warehouse,7.26,14.0,2026-02-26 10:35:48.591842
Warehouse,12.43,2.22,2026-02-26 10:35:50.597523
ControlRoom,8.82,0.2,2026-02-26 10:35:52.603918
ControlRoom,11.79,0.12,2026-02-26 10:35:54.610552
Border,5.58,12.88,2026-02-26 10:35:56.616251
Warehouse,11.88,3.27,2026-02-26 10:35:58.622517
Border,2.26,10.89,2026-02-26 10:36:00.629812
Warehouse,3.41,3.15,2026-02-26 10:36:02.635933
Border,8.35,11.04,2026-02-26 10:36:04.642701
Warehouse,7.22,11.66,2026-02-26 10:36:06.649650
Border,11.37,2.92,2026-02-26 10:36:08.656420
ControlRoom,14.54,6.7,2026-02-26 10:36:10.662846
Border,5.38,4.11,2026-02-26 10:36:12.669504
Border,6.12,9.32,2026-02-26 10:36:14.696306
Warehouse,5.18,8.32,2026-02-26 10:36:16.703959
Border,12.4,5.48,2026-02-26 10:36:18.720669
ControlRoom,4.79,7.73,2026-02-26 10:36:20.726289
ControlRoom,1.1,11.04,2026-02-26 10:36:22.732300
ControlRoom,11.33,13.89,2026-02-26 10:36:24.738593
Border,10.92,4.73,2026-02-26 10:36:26.744314
Border,11.27,6.97,2026-02-26 10:36:28.752616
Border,14.67,4.27,2026-02-26 10:36:30.758242
Border,9.21,4.61,2026-02-26 10:36:32.763443
ControlRoom,3.09,0.64,2026-02-26 10:36:34.769439
Border,7.9,10.02,2026-02-26 10:36:36.775197
ControlRoom,4.72,6.59,2026-02-26 10:36:38.779885
Border,1.75,8.52,2026-02-26 10:36:40.785524
Warehouse,13.05,4.44,2026-02-26 10:36:42.790579
Border,6.0,14.64,2026-02-26 10:36:44.805679
Border,10.43,3.0,2026-02-26 10:36:46.811331
Warehouse,13.41,5.92,2026-02-26 10:36:48.818190
Border,14.86,12.8,2026-02-26 10:36:50.824908
ControlRoom,10.39,1.69,2026-02-26 10:36:52.837266
ControlRoom,6.59,12.04,2026-02-26 10:36:54.852187
Warehouse,8.14,12.9,2026-02-26 10:36:56.858421
Border,14.4,2.82,2026-02-26 10:36:58.864173
ControlRoom,10.6,3.85,2026-02-26 10:37:00.876325
ControlRoom,2.93,13.01,2026-02-26 10:37:02.882794
Warehouse,14.57,4.49,2026-02-26 10:37:04.888213
ControlRoom,13.95,7.07,2026-02-26 10:37:06.895384
Border,1.19,13.46,2026-02-26 10:37:08.902277
ControlRoom,4.59,2.41,2026-02-26 10:37:10.908986
Warehouse,9.95,13.86,2026-02-26 10:37:12.920406
ControlRoom,3.3,1.13,2026-02-26 10:37:14.932222
ControlRoom,5.5,7.71,2026-02-26 10:37:16.937687
ControlRoom,4.12,4.16,2026-02-26 10:37:18.944102
Border,8.84,11.23,2026-02-26 10:37:20.949602
Border,8.97,12.09,2026-02-26 10:37:22.955665
ControlRoom,2.98,8.59,2026-02-26 10:37:24.962485
ControlRoom,8.57,12.86,2026-02-26 10:37:26.968713
Border,5.06,10.75,2026-02-26 10:37:28.974392
Warehouse,5.35,3.44,2026-02-26 10:37:30.980600
Border,9.25,0.16,2026-02-26 10:37:32.985526
ControlRoom,8.54,1.81,2026-02-26 10:37:34.991567
Border,10.29,13.5,2026-02-26 10:37:36.999859
ControlRoom,1.12,1.96,2026-02-26 10:37:39.004362
Border,14.6,6.68,2026-02-26 10:37:41.012045
Border,13.22,9.58,2026-02-26 10:37:43.018616
ControlRoom,6.7,11.18,2026-02-26 10:37:45.024523
Warehouse,2.36,12.05,2026-02-26 10:37:47.029988
ControlRoom,11.61,11.64,2026-02-26 10:37:49.037505
Border,7.15,12.91,2026-02-26 10:37:51.042835
ControlRoom,2.57,7.85,2026-02-26 10:37:53.050455
Warehouse,10.22,10.07,2026-02-26 10:37:55.055984
Warehouse,8.02,10.94,2026-02-26 10:37:57.062754
ControlRoom,4.2,14.21,2026-02-26 10:37:59.072456
Border,6.86,8.99,2026-02-26 10:38:01.078778
Border,6.07,0.99,2026-02-26 10:38:03.084947
Border,2.38,6.5,2026-02-26 10:38:05.098467
Border,7.49,6.89,2026-02-26 10:38:07.103870
Warehouse,13.03,5.77,2026-02-26 10:38:09.110178
Warehouse,10.21,8.39,2026-02-26 10:38:11.115634
Warehouse,14.14,3.95,2026-02-26 10:38:13.122199
Warehouse,4.6,11.43,2026-02-26 10:38:15.128995
Border,8.23,14.21,2026-02-26 10:38:17.133843
ControlRoom,2.37,10.93,2026-02-26 10:38:19.139622
Border,14.38,2.81,2026-02-26 10:38:21.145939
ControlRoom,4.67,2.23,2026-02-26 10:38:23.151185
Warehouse,5.99,12.92,2026-02-26 10:38:25.156323
ControlRoom,12.72,3.03,2026-02-26 10:38:27.161579
Warehouse,13.42,0.57,2026-02-26 10:38:29.166874
ControlRoom,2.01,6.6,2026-02-26 10:38:31.172825
Warehouse,14.89,12.95,2026-02-26 10:38:33.186066
ControlRoom,0.01,8.38,2026-02-26 10:38:35.193632
Warehouse,12.42,14.2,2026-02-26 10:38:37.199666
Warehouse,4.36,4.45,2026-02-26 10:38:39.206822
Border,0.78,7.74,2026-02-26 10:38:41.213777
Border,9.94,13.76,2026-02-26 10:38:43.219838
Border,11.33,3.76,2026-02-26 10:38:45.226227
Warehouse,3.35,13.41,2026-02-26 10:38:47.234240
Warehouse,0.5,11.77,2026-02-26 10:38:49.240055
Border,12.21,3.49,2026-02-26 10:38:51.246467
Warehouse,14.9,10.22,2026-02-26 10:38:53.253163
Border,11.04,1.95,2026-02-26 10:38:55.260112
Border,2.35,1.0,2026-02-26 10:38:57.266464
Warehouse,1.01,7.72,2026-02-26 10:38:59.272616
Border,0.37,7.81,2026-02-26 10:39:01.278175
Warehouse,9.07,0.58,2026-02-26 10:39:03.283878
Warehouse,2.44,7.41,2026-02-26 10:39:05.289752
Warehouse,7.9,1.09,2026-02-26 10:39:07.295273
ControlRoom,6.52,4.28,2026-02-26 10:39:09.302082
Warehouse,6.12,1.99,2026-02-26 10:39:11.307538
Border,9.44,4.11,2026-02-26 10:39:13.313969
Border,3.27,14.88,2026-02-26 10:39:15.320836
Warehouse,8.85,0.97,2026-02-26 10:39:17.327971
Border,13.02,3.88,2026-02-26 10:39:19.334540
Border,9.08,11.89,2026-02-26 10:39:21.341488
Border,4.69,12.08,2026-02-26 10:39:23.348128
ControlRoom,8.84,6.64,2026-02-26 10:39:25.354321
ControlRoom,9.92,0.18,2026-02-26 10:39:27.360288
ControlRoom,10.55,1.32,2026-02-26 10:39:29.365596
Border,9.39,2.86,2026-02-26 10:39:31.371663
Warehouse,10.36,5.27,2026-02-26 10:39:33.377227
ControlRoom,0.35,0.03,2026-02-26 10:39:35.384823
ControlRoom,13.53,13.5,2026-02-26 10:39:37.389838
Border,2.7,2.93,2026-02-26 10:39:39.396145
Border,13.27,11.57,2026-02-26 10:39:41.402889
ControlRoom,5.46,9.64,2026-02-26 10:39:43.409258
ControlRoom,14.66,4.17,2026-02-26 10:39:45.414909
Border,13.0,2.1,2026-02-26 10:39:47.425654
ControlRoom,5.75,7.45,2026-02-26 10:39:49.437385
Warehouse,1.13,0.31,2026-02-26 10:39:51.445031
Warehouse,8.05,4.24,2026-02-26 10:39:53.451542
Border,5.05,12.94,2026-02-26 10:39:55.468524
ControlRoom,14.07,9.23,2026-02-26 10:39:57.480649
ControlRoom,8.01,12.42,2026-02-26 10:39:59.486856
Warehouse,4.33,9.34,2026-02-26 10:40:01.492798
ControlRoom,4.81,12.49,2026-02-26 10:40:03.503866
ControlRoom,11.74,0.56,2026-02-26 10:40:05.509809
Warehouse,1.24,14.68,2026-02-26 10:40:07.516168
Warehouse,9.58,3.08,2026-02-26 10:40:09.522646
ControlRoom,3.48,12.28,2026-02-26 10:40:11.528412
Warehouse,8.33,9.45,2026-02-26 10:40:13.533831
Border,7.83,1.27,2026-02-26 10:40:15.539469
ControlRoom,14.81,0.79,2026-02-26 10:40:17.548792
ControlRoom,6.05,12.05,2026-02-26 10:40:19.553693
Warehouse,14.83,10.45,2026-02-26 10:40:21.559239
Warehouse,1.7,9.24,2026-02-26 10:40:23.567458
Warehouse,5.28,1.64,2026-02-26 10:40:25.573405
Border,11.05,3.35,2026-02-26 10:40:27.578881
ControlRoom,12.54,4.27,2026-02-26 10:40:29.584579
ControlRoom,0.81,9.4,2026-02-26 10:40:31.591268
Border,12.54,3.55,2026-02-26 10:40:33.596645
Border,10.32,8.89,2026-02-26 10:40:35.601592
ControlRoom,6.11,7.14,2026-02-26 10:40:37.607924
Warehouse,9.06,8.57,2026-02-26 10:40:39.622189
Warehouse,7.6,14.76,2026-02-26 10:40:41.628187
Warehouse,3.38,1.69,2026-02-26 10:40:43.633998
Border,9.48,7.56,2026-02-26 10:40:45.638715
Border,7.57,12.6,2026-02-26 10:40:47.643518
Warehouse,1.41,9.94,2026-02-26 10:40:49.650870
Border,7.85,12.96,2026-02-26 10:40:51.656473
Border,1.82,11.36,2026-02-26 10:40:53.661768
Warehouse,0.9,0.74,2026-02-26 10:40:55.667088
Border,6.33,6.32,2026-02-26 10:40:57.676324
Border,2.98,5.44,2026-02-26 10:40:59.681716
ControlRoom,3.93,10.39,2026-02-26 10:41:01.687169
Warehouse,14.86,5.17,2026-02-26 10:41:03.692570
ControlRoom,12.21,2.85,2026-02-26 10:41:05.698071
Warehouse,6.72,3.98,2026-02-26 10:41:07.709147
Warehouse,0.1,6.34,2026-02-26 10:41:09.714908
Warehouse,0.29,11.49,2026-02-26 10:41:11.720033
Border,6.42,1.31,2026-02-26 10:41:13.725003
Warehouse,11.8,5.03,2026-02-26 10:41:15.729624
Border,13.96,3.78,2026-02-26 10:41:17.741719
Border,6.12,2.79,2026-02-26 10:41:19.746337
Warehouse,10.7,13.79,2026-02-26 10:41:21.751449
ControlRoom,14.55,9.1,2026-02-26 10:41:23.757411
ControlRoom,5.21,5.51,2026-02-26 10:41:25.762883
ControlRoom,2.56,11.58,2026-02-26 10:41:27.774071
Border,7.31,4.18,2026-02-26 10:41:29.780028
ControlRoom,11.53,3.68,2026-02-26 10:41:31.785886
ControlRoom,1.41,12.45,2026-02-26 10:41:33.792338
ControlRoom,13.18,10.64,2026-02-26 10:41:35.802732
Warehouse,5.04,1.99,2026-02-26 10:41:37.808226
Border,1.39,9.58,2026-02-26 10:41:39.813149
Border,1.87,0.57,2026-02-26 10:41:41.820613
Border,11.24,9.54,2026-02-26 10:41:43.827376
Warehouse,14.59,14.58,2026-02-26 10:41:45.833287
Border,8.9,10.26,2026-02-26 10:41:47.839161
Border,12.42,2.59,2026-02-26 10:41:49.845566
Border,0.54,8.58,2026-02-26 10:41:51.850568
Border,5.63,5.76,2026-02-26 10:41:53.855862
ControlRoom,8.19,2.38,2026-02-26 10:41:55.863621
Warehouse,3.69,11.99,2026-02-26 10:41:57.869858
Border,14.41,12.96,2026-02-26 10:41:59.877374
Border,9.09,2.87,2026-02-26 10:42:01.884578
Warehouse,14.98,0.18,2026-02-26 10:42:03.911168
ControlRoom,10.6,8.62,2026-02-26 10:42:05.916564
Warehouse,11.55,3.78,2026-02-26 10:42:07.923840
Border,9.25,7.62,2026-02-26 10:42:09.928760
Warehouse,2.2,11.48,2026-02-26 10:42:11.934026
ControlRoom,7.98,3.61,2026-02-26 10:42:13.939524
ControlRoom,9.86,12.89,2026-02-26 10:42:15.945830
ControlRoom,10.96,2.58,2026-02-26 10:42:17.951436
Border,2.96,4.83,2026-02-26 10:42:19.957296
ControlRoom,0.76,12.19,2026-02-26 10:42:21.962458
ControlRoom,14.28,11.01,2026-02-26 10:42:23.968305
ControlRoom,10.34,8.78,2026-02-26 10:42:25.973628
Border,2.47,4.8,2026-02-26 10:42:27.982046
ControlRoom,3.08,13.58,2026-02-26 10:42:29.987817
Border,1.55,13.69,2026-02-26 10:42:31.993531
Border,8.48,6.27,2026-02-26 10:42:33.999443
ControlRoom,12.25,0.96,2026-02-26 10:42:36.007132
Border,11.23,7.86,2026-02-26 10:42:38.014800
Border,14.97,8.31,2026-02-26 10:42:40.022643
Warehouse,9.83,8.22,2026-02-26 10:42:42.029716
Warehouse,0.5,7.78,2026-02-26 10:42:44.036755
ControlRoom,7.8,13.45,2026-02-26 10:42:46.042218
ControlRoom,4.86,12.46,2026-02-26 10:42:48.048095
ControlRoom,1.64,7.07,2026-02-26 10:42:50.054932
Border,11.92,11.93,2026-02-26 10:42:52.059915
ControlRoom,2.09,13.79,2026-02-26 10:42:54.066950
Warehouse,13.18,2.89,2026-02-26 10:42:56.074295
ControlRoom,9.01,4.06,2026-02-26 10:42:58.081251
ControlRoom,7.83,7.19,2026-02-26 10:43:00.087569
Warehouse,4.18,13.64,2026-02-26 10:43:02.094772
Warehouse,4.11,4.31,2026-02-26 10:43:04.105521
Border,14.06,0.33,2026-02-26 10:43:06.111989
ControlRoom,8.89,11.29,2026-02-26 10:43:08.118059
ControlRoom,13.09,14.99,2026-02-26 10:43:10.130141
Warehouse,3.45,13.78,2026-02-26 10:43:12.135416
Warehouse,6.3,10.85,2026-02-26 10:43:14.142425
Border,3.73,2.01,2026-02-26 10:43:16.148996
Warehouse,10.93,9.41,2026-02-26 10:43:18.155016
Border,9.06,3.94,2026-02-26 10:43:20.162126
Warehouse,12.89,9.93,2026-02-26 10:43:22.170140
Warehouse,2.78,10.34,2026-02-26 10:43:24.176127
ControlRoom,0.78,3.88,2026-02-26 10:43:26.183084
Border,1.43,10.27,2026-02-26 10:43:28.189379
Warehouse,4.86,12.66,2026-02-26 10:43:30.195351
Warehouse,12.93,3.02,2026-02-26 10:43:32.201643
Border,2.18,2.8,2026-02-26 10:43:34.207675
ControlRoom,14.22,0.25,2026-02-26 10:43:36.214075
Warehouse,10.33,12.19,2026-02-26 10:43:38.220854
Border,11.55,11.13,2026-02-26 10:43:40.228437
Border,3.64,1.48,2026-02-26 10:43:42.233297
Border,1.97,6.22,2026-02-26 10:43:44.243355
Border,2.48,4.43,2026-02-26 10:43:46.249448
Warehouse,14.28,8.31,2026-02-26 10:43:48.255095
ControlRoom,7.96,0.57,2026-02-26 10:43:50.259954
Border,6.95,9.73,2026-02-26 10:43:52.267822
Border,7.6,9.83,2026-02-26 10:43:54.273003
Warehouse,12.43,0.13,2026-02-26 10:43:56.278791
Border,4.08,2.24,2026-02-26 10:43:58.288209
Warehouse,5.72,12.0,2026-02-26 10:44:00.295685
ControlRoom,13.12,12.19,2026-02-26 10:44:02.302052
ControlRoom,2.18,2.55,2026-02-26 10:44:04.307377
ControlRoom,1.11,0.08,2026-02-26 10:44:06.314451
Border,1.7,13.69,2026-02-26 10:44:08.320437
Warehouse,1.15,3.22,2026-02-26 10:44:10.326170
Warehouse,4.31,7.6,2026-02-26 10:44:12.332420
Warehouse,3.15,5.51,2026-02-26 10:44:14.352246
Warehouse,2.65,14.16,2026-02-26 10:44:16.358923
Border,4.74,7.8,2026-02-26 10:44:35.116975
ControlRoom,12.35,8.57,2026-02-26 10:44:37.161065
ControlRoom,1.81,6.48,2026-02-26 10:44:39.166464
Warehouse,14.36,6.95,2026-02-26 10:44:41.174463
Border,6.31,7.44,2026-02-26 10:44:43.180067
ControlRoom,6.33,3.99,2026-02-26 10:44:45.187416
Border,11.16,9.26,2026-02-26 10:44:47.193698
ControlRoom,12.45,3.33,2026-02-26 10:44:49.200559
Border,3.98,3.37,2026-02-26 10:44:51.206417
Warehouse,6.05,12.31,2026-02-26 10:44:53.212766
Border,13.7,14.69,2026-02-26 10:44:55.218487
ControlRoom,3.71,7.45,2026-02-26 10:44:57.225814
Border,13.78,7.95,2026-02-26 10:44:59.232521
ControlRoom,0.33,0.17,2026-02-26 10:45:01.239493
ControlRoom,14.02,7.31,2026-02-26 10:45:03.246007
Border,9.18,4.98,2026-02-26 10:45:05.253128
Warehouse,12.67,3.73,2026-02-26 10:45:07.259289
Warehouse,14.25,4.24,2026-02-26 10:45:09.267096
Border,6.98,10.35,2026-02-26 10:45:11.273083
Border,3.28,1.53,2026-02-26 10:45:13.278801
Border,2.11,0.07,2026-02-26 10:45:15.292265
Border,8.2,12.45,2026-02-26 10:45:17.300535
ControlRoom,3.17,12.24,2026-02-26 10:45:19.315864
ControlRoom,10.2,6.25,2026-02-26 10:45:21.321994
ControlRoom,0.89,7.72,2026-02-26 10:45:23.329137
ControlRoom,2.88,3.15,2026-02-26 10:45:25.335030
Warehouse,8.99,7.46,2026-02-26 10:45:27.340333
Warehouse,6.56,3.41,2026-02-26 10:45:29.346687
ControlRoom,0.19,5.09,2026-02-26 10:45:31.353263
Border,8.62,11.27,2026-02-26 10:45:33.370145
ControlRoom,0.3,8.28,2026-02-26 10:45:35.375792
Border,9.89,8.55,2026-02-26 10:45:48.049238
Warehouse,14.03,1.57,2026-02-26 10:45:50.085726
Border,3.11,9.59,2026-02-26 10:45:52.090839
Warehouse,4.18,10.83,2026-02-26 10:45:54.096022
Border,8.27,0.64,2026-02-26 10:45:56.102330
ControlRoom,3.56,12.4,2026-02-26 10:45:58.108062
Warehouse,6.52,1.33,2026-02-26 10:46:00.113709
Warehouse,13.06,6.63,2026-02-26 10:46:02.119193
Warehouse,3.29,5.26,2026-02-26 10:46:04.124919
Warehouse,11.04,3.4,2026-02-26 10:46:06.132497
Border,13.6,12.09,2026-02-26 10:46:08.142528
ControlRoom,7.64,3.67,2026-02-26 10:46:10.149578
Border,10.22,6.74,2026-02-26 10:46:12.154983
ControlRoom,3.01,3.15,2026-02-26 10:46:14.160913
Warehouse,1.12,2.16,2026-02-26 10:46:16.166348
Warehouse,5.16,0.41,2026-02-26 10:46:18.172627
Warehouse,2.16,12.23,2026-02-26 10:46:20.178627
ControlRoom,7.07,10.29,2026-02-26 10:46:22.185764
ControlRoom,10.81,9.04,2026-02-26 10:46:24.192660
Warehouse,4.36,3.09,2026-02-26 10:46:26.201895
ControlRoom,13.67,1.58,2026-02-26 10:46:28.210713
Warehouse,2.43,2.55,2026-02-26 10:46:30.216896
Warehouse,1.23,2.23,2026-02-26 10:46:32.223139
ControlRoom,10.13,9.32,2026-02-26 10:46:34.228256
ControlRoom,9.38,14.13,2026-02-26 10:46:36.235958
Border,6.39,14.13,2026-02-26 10:46:38.244622
ControlRoom,8.9,4.49,2026-02-26 10:46:40.251870
ControlRoom,10.25,11.7,2026-02-26 10:46:42.265231
Border,3.03,7.66,2026-02-26 10:46:44.274284
ControlRoom,14.82,1.33,2026-02-26 10:46:46.279330
ControlRoom,13.67,9.73,2026-02-26 10:46:48.285356
ControlRoom,5.72,14.02,2026-02-26 10:46:50.290671
Border,6.72,0.08,2026-02-26 10:46:52.296351
ControlRoom,14.27,12.42,2026-02-26 10:46:54.302685
Border,9.36,3.11,2026-02-26 10:46:56.308543
Warehouse,14.85,0.16,2026-02-26 10:46:58.315391
Border,12.72,1.73,2026-02-26 10:47:00.323133
ControlRoom,4.83,3.34,2026-02-26 10:47:02.331215
Warehouse,7.28,8.67,2026-02-26 10:47:04.336742
Warehouse,10.7,3.26,2026-02-26 10:47:06.343320
Warehouse,10.8,3.42,2026-02-26 10:47:08.361107
Warehouse,6.94,6.91,2026-02-26 10:47:10.366839
Warehouse,11.95,2.94,2026-02-26 10:47:12.374526
Border,9.1,1.93,2026-02-26 10:47:14.380697
Warehouse,2.1,13.53,2026-02-26 10:47:16.386132
ControlRoom,12.06,4.07,2026-02-26 10:47:18.399506
Border,14.58,2.32,2026-02-26 10:47:20.409748
ControlRoom,5.29,7.42,2026-02-26 10:47:22.415856
Border,10.54,10.64,2026-02-26 10:47:24.421247
Border,9.79,9.53,2026-02-26 10:47:26.427509
Warehouse,9.18,1.85,2026-02-26 10:47:28.433469
Warehouse,9.26,1.53,2026-02-26 10:47:30.440094
Border,1.48,8.23,2026-02-26 10:47:32.445866
ControlRoom,7.52,13.04,2026-02-26 10:47:34.451505
Border,10.82,9.69,2026-02-26 10:47:36.457620
Border,6.45,6.73,2026-02-26 10:47:38.463231
Border,4.08,12.54,2026-02-26 10:47:40.469413
Warehouse,1.32,0.79,2026-02-26 10:47:42.481440
ControlRoom,3.25,2.97,2026-02-26 10:47:44.488036
Border,2.54,5.42,2026-02-26 10:47:46.499268
Warehouse,0.28,0.36,2026-02-26 10:47:48.504971
Border,6.49,13.74,2026-02-26 10:47:50.513261
Border,3.33,9.28,2026-02-26 10:47:52.518428
ControlRoom,13.47,6.47,2026-02-26 10:47:54.523945
Border,5.18,7.23,2026-02-26 10:47:56.529665
Warehouse,5.33,10.89,2026-02-26 10:47:58.535872
Warehouse,6.01,4.59,2026-02-26 10:48:00.541059
Warehouse,6.29,8.86,2026-02-26 10:48:02.546719
Warehouse,9.7,9.38,2026-02-26 10:48:04.552501
ControlRoom,5.38,7.56,2026-02-26 10:48:06.558871
Border,8.29,4.67,2026-02-26 10:48:08.578771
Border,1.73,14.97,2026-02-26 10:48:10.584180
Border,0.32,14.89,2026-02-26 10:48:12.590295
Border,7.14,5.48,2026-02-26 10:48:14.595545
Warehouse,12.78,13.0,2026-02-26 10:48:16.601174
ControlRoom,13.01,4.57,2026-02-26 10:48:18.610275
Border,5.84,9.57,2026-02-26 10:48:20.623846
Warehouse,11.15,5.37,2026-02-26 10:48:22.630810
Border,14.04,3.67,2026-02-26 10:48:24.644203
Warehouse,13.83,5.67,2026-02-26 10:48:26.649828
Border,5.13,12.33,2026-02-26 10:48:28.655305
Border,9.29,6.54,2026-02-26 10:48:30.661911
ControlRoom,11.23,14.45,2026-02-26 10:48:32.667346
ControlRoom,11.16,10.51,2026-02-26 10:48:34.673413
ControlRoom,3.79,4.13,2026-02-26 10:48:36.679511
Warehouse,3.22,7.4,2026-02-26 10:48:38.685332
Border,10.15,2.6,2026-02-26 10:48:40.695705
ControlRoom,12.31,4.87,2026-02-26 10:48:42.702248
Border,8.0,1.34,2026-02-26 10:48:44.716613
Warehouse,9.72,9.31,2026-02-26 10:48:46.725020
ControlRoom,3.83,14.77,2026-02-26 10:48:48.729376
Border,14.59,13.94,2026-02-26 10:48:50.734537
Warehouse,12.39,12.45,2026-02-26 10:48:52.740156
Warehouse,7.0,4.47,2026-02-26 10:48:54.745791
Border,3.07,5.9,2026-02-26 10:48:56.752152
Warehouse,7.43,8.28,2026-02-26 10:48:58.759925
ControlRoom,2.82,6.37,2026-02-26 10:49:00.766313
Border,13.61,6.61,2026-02-26 10:49:02.773944
ControlRoom,13.45,2.92,2026-02-26 10:49:04.784890
ControlRoom,10.63,0.05,2026-02-26 10:49:06.791912
Warehouse,12.24,8.72,2026-02-26 10:49:08.800486
Border,6.43,9.57,2026-02-26 10:49:10.806171
Border,8.63,3.42,2026-02-26 10:49:12.812949
Border,13.01,2.92,2026-02-26 10:49:14.818653
ControlRoom,9.98,2.16,2026-02-26 10:49:16.825409
Warehouse,10.08,0.45,2026-02-26 10:49:18.834023
ControlRoom,9.96,0.63,2026-02-26 10:49:20.840921
Warehouse,11.66,0.16,2026-02-26 10:49:22.847008
Warehouse,5.6,2.98,2026-02-26 10:49:24.852634
Border,13.61,7.16,2026-02-26 10:49:26.857870
Border,7.78,4.32,2026-02-26 10:49:28.863124
Border,1.65,6.22,2026-02-26 10:49:30.869256
Border,10.41,10.88,2026-02-26 10:49:32.882605
Border,6.66,1.32,2026-02-26 10:49:34.890965
Warehouse,4.92,6.89,2026-02-26 10:49:36.896652
Border,10.23,2.94,2026-02-26 10:49:38.902456
ControlRoom,11.47,6.75,2026-02-26 10:49:40.910676
ControlRoom,6.82,14.6,2026-02-26 10:49:42.917867
Border,4.51,4.7,2026-02-26 10:49:44.923880
ControlRoom,1.74,12.3,2026-02-26 10:49:46.931693
Border,12.01,2.24,2026-02-26 10:49:48.938289
ControlRoom,4.82,3.56,2026-02-26 10:49:50.943660
ControlRoom,7.2,3.83,2026-02-26 10:49:52.950855
Border,10.3,5.11,2026-02-26 10:49:54.956267
ControlRoom,5.35,12.82,2026-02-26 10:49:56.961783
ControlRoom,14.03,14.58,2026-02-26 10:49:58.966575
